count,km,year,powerPS,minPrice,maxPrice,avgPrice,sdPrice
14,125000,2001,300,10800,38000,20339.0000,7672.183624720446
60,150000,2001,300,400,32900,10034.9667,8115.500799841142
44,150000,2001,340,2500,18299,8483.9091,3757.243415410376
20,150000,2001,360,1000,16800,7551.2000,3891.1688937901417
11,150000,2001,400,4500,17900,13277.0909,4455.506612446414
18,100000,2002,40,150,3999,1702.0556,867.727778115683
37,125000,2002,40,150,3390,1780.5676,744.5553195115875
109,150000,2002,40,150,3900,1596.9266,736.6337855833042
13,5000,2002,60,275,2999,1167.1538,711.7141654164527
16,30000,2002,60,850,4390,2956.8125,1055.5347707886037
20,40000,2002,60,120,5590,2667.3000,1084.9053461016772
11,50000,2002,60,350,4490,2284.2727,1325.2849498681812
34,60000,2002,60,250,3900,2048.1765,681.1169231312482
69,70000,2002,60,350,3950,1748.2319,862.614901313972
82,80000,2002,60,450,3750,1859.4390,652.2833272167103
100,90000,2002,60,180,3800,1824.5200,779.8439520827225
170,100000,2002,60,200,4399,1801.6118,754.9338357314368
505,125000,2002,60,175,6299,1602.1743,716.5346262564342
1778,150000,2002,60,140,4650,1377.7368,635.9302932836738
24,5000,2002,80,250,3400,1713.5833,912.1260839684145
12,50000,2002,80,2399,6800,3816.4167,1313.962484138045
16,60000,2002,80,550,5900,3790.8125,1181.991657053361
43,70000,2002,80,1150,6500,2788.4419,1036.2482036862841
35,80000,2002,80,300,7950,2432.8857,1412.221730292451
58,90000,2002,80,500,4300,2343.0690,887.8786780680654
97,100000,2002,80,699,5690,2441.6907,970.50958408483
337,125000,2002,80,250,7950,2134.5638,992.9705349699516
1796,150000,2002,80,150,22500,1762.6414,1062.7762622836908
20,5000,2002,100,190,8200,2074.4000,1647.8621726345928
14,50000,2002,100,550,6999,4132.2143,1847.4287219411365
27,70000,2002,100,600,5900,3250.0741,1190.8560234499826
28,80000,2002,100,999,5600,2736.7857,1273.1504892852797
45,90000,2002,100,750,6050,2998.9556,1063.340417020408
74,100000,2002,100,200,6200,2630.1486,1126.4800916227941
253,125000,2002,100,485,25900,2751.7866,2008.7776123667552
2267,150000,2002,100,111,19490,2268.8341,1477.7330681054345
14,5000,2002,120,550,16900,3407.0714,3884.716398258431
11,60000,2002,120,2490,6500,4345.4545,1118.2483350503926
12,70000,2002,120,2650,7555,5064.1667,1481.8398380241892
19,80000,2002,120,2350,6950,4545.6842,1287.1823594940997
33,90000,2002,120,1250,9500,4229.3636,1740.1258021081508
60,100000,2002,120,900,15900,4114.8333,2219.3153536369923
209,125000,2002,120,450,8590,3429.3158,1414.3624650610818
2132,150000,2002,120,120,19990,2536.0783,1517.6893318559914
12,5000,2002,140,1900,4700,3037.5000,882.4976392791843
11,70000,2002,140,500,9800,5108.0909,2487.1411282304703
29,80000,2002,140,250,8990,4267.7931,1865.0390839818947
31,90000,2002,140,599,9250,4943.0645,1861.3931122732552
24,100000,2002,140,500,9800,4273.7083,2300.627730989354
135,125000,2002,140,500,14000,3926.3926,2074.365966841332
1903,150000,2002,140,250,9999,2766.1771,1340.9964000278235
13,5000,2002,160,350,4850,2215.8462,1417.0240129420665
14,90000,2002,160,2300,9990,6127.0000,2183.5488152481107
26,100000,2002,160,950,8990,4692.8077,2290.623983164526
101,125000,2002,160,700,11999,5550.3861,2190.962892303616
1478,150000,2002,160,321,33000,3804.7070,2600.1256639438798
13,70000,2002,180,5800,13500,9472.2308,2091.7526017064165
14,80000,2002,180,5500,11900,8282.5714,1755.8065592397663
13,90000,2002,180,2250,11900,6261.2308,2888.3301844556954
18,100000,2002,180,4900,12999,7132.6111,2181.291160423846
70,125000,2002,180,999,12500,6333.6714,2458.8565154293547
950,150000,2002,180,349,11360,4471.5589,1896.1561539623824
13,90000,2002,200,3700,15800,8052.8462,3499.4043195543973
15,100000,2002,200,2900,10800,6006.6000,2458.879793727217
40,125000,2002,200,1200,12900,6374.6750,2920.2091054195075
530,150000,2002,200,420,21900,4325.3321,2156.465587332319
29,125000,2002,220,1500,13900,8150.4138,2855.839287437551
228,150000,2002,220,900,14900,5436.0702,2391.3959393908517
23,125000,2002,240,4500,17900,10355.3913,3237.28977815556
172,150000,2002,240,1000,24900,7159.0058,3103.783721444051
78,150000,2002,260,990,46900,8230.2692,6662.521601779724
48,150000,2002,280,1750,13500,6388.9583,2234.774214530532
18,125000,2002,300,6700,31900,14871.0000,6088.886342254132
104,150000,2002,300,2100,59000,10067.5673,6818.296812147928
19,150000,2002,320,1500,39900,20525.8947,13418.803150390115
78,150000,2002,340,3333,20500,9834.1282,4572.271685735532
19,150000,2002,360,3750,16500,7859.7368,3118.710982746849
20,125000,2003,40,600,3490,2207.9000,699.7197224603577
73,150000,2003,40,250,4790,1998.0822,935.9996744148926
38,50000,2003,60,490,4300,2364.8947,874.2605835030171
36,60000,2003,60,300,3900,2247.6389,948.3128923625302
71,70000,2003,60,150,4999,2198.2254,1007.3630644323936
82,80000,2003,60,300,5200,2127.9146,896.738088869735
149,90000,2003,60,250,5000,2211.5302,924.0264716060997
170,100000,2003,60,400,3900,2052.8235,797.026624051146
468,125000,2003,60,150,3999,1796.1026,741.1929041110258
1475,150000,2003,60,199,7650,1554.3566,697.8700429857864
16,5000,2003,80,390,14000,2311.7500,3096.4686842433916
15,40000,2003,80,1750,7500,4058.5333,1521.64844238813
50,60000,2003,80,1000,8250,3468.3400,1584.4665677760452
37,70000,2003,80,300,8900,3108.1622,1624.8919716859268
65,80000,2003,80,500,5900,3000.7692,1179.6237049191154
95,90000,2003,80,450,5990,2658.4211,1158.815425827485
104,100000,2003,80,300,6599,2673.8654,1249.132376258481
413,125000,2003,80,333,9500,2468.9370,1142.6319966699841
1645,150000,2003,80,150,7000,1924.7872,934.3312415928098
18,5000,2003,100,650,4299,2610.7222,866.844776926037
17,60000,2003,100,2350,29900,6220.5294,6085.212240656922
43,70000,2003,100,650,7350,3277.3721,1408.4552485358479
56,80000,2003,100,299,6990,3156.4107,1447.133308806287
65,90000,2003,100,600,17500,3333.8462,2334.507216858009
119,100000,2003,100,750,6199,3082.0840,1046.3542596252144
339,125000,2003,100,350,6850,2838.8083,1188.4590709130932
2396,150000,2003,100,200,26880,2634.1027,1592.702888528836
16,60000,2003,120,1000,8999,5355.6875,1784.4293807387699
18,70000,2003,120,3100,5990,4451.2222,765.7720545346198
36,80000,2003,120,1800,7000,4139.9167,1311.3250587563027
38,90000,2003,120,1500,6850,4498.8158,1295.1686713008128
76,100000,2003,120,1450,18900,4384.5395,2142.447379693984
218,125000,2003,120,999,11400,3675.3165,1470.4411357698048
2102,150000,2003,120,300,22500,2800.7284,1571.6449399481291
16,5000,2003,140,690,5900,2742.1875,1811.9107393422419
11,70000,2003,140,2750,16000,5588.7273,3553.5974881010393
22,80000,2003,140,2299,16200,5819.4091,2938.9461261895613
47,90000,2003,140,1999,9800,4700.1489,1854.3523498495326
58,100000,2003,140,799,9200,4866.3276,2048.37905964634
174,125000,2003,140,700,16900,4387.1839,2117.8789678590388
2081,150000,2003,140,275,17000,3295.2643,1780.398794292049
11,80000,2003,160,3899,12000,7361.6364,2617.754286431832
20,90000,2003,160,1500,12800,6624.9000,2866.1996074942163
30,100000,2003,160,650,13900,6759.2667,3186.551248955872
115,125000,2003,160,799,13000,6120.7043,2326.315803354657
1607,150000,2003,160,150,36000,4383.8052,2443.3089219106205
14,90000,2003,180,1680,9950,7830.7143,2374.397560542506
20,100000,2003,180,2700,10000,7117.1500,1707.9854588081246
88,125000,2003,180,3330,13399,7555.8636,1925.2394903079785
966,150000,2003,180,450,20000,5240.2277,2448.417929617184
12,80000,2003,200,6500,12750,10302.5000,1842.0962922713893
13,90000,2003,200,5700,12499,9559.6923,1816.9899616426223
27,100000,2003,200,1000,14500,9562.4074,3030.135863709369
43,125000,2003,200,1990,13500,7996.1860,2916.4994408781413
555,150000,2003,200,200,15499,5430.1928,2226.283725380483
34,125000,2003,220,850,12500,8550.1765,2521.1347523379955
290,150000,2003,220,699,12999,6376.4621,2375.9904258505862
11,100000,2003,240,4999,19200,12336.1818,4184.384408253268
30,125000,2003,240,500,23680,10957.1333,4982.353123664448
225,150000,2003,240,2600,16499,8310.2444,2730.9710064416086
83,150000,2003,260,1800,45900,8014.5301,6225.964301054771
61,150000,2003,280,1950,20000,7592.4262,3244.8299683105793
14,125000,2003,300,6650,22000,14982.0000,4378.714472144928
91,150000,2003,300,2999,21500,10554.7143,3649.598804642896
33,150000,2003,320,3900,33996,13853.6061,8631.12056680656
119,150000,2003,340,2750,59911,10955.2857,7171.793055620963
18,150000,2003,460,7990,26499,15237.1111,4792.130770438934
18,125000,2004,40,1000,3500,2194.8889,700.2293980379167
38,150000,2004,40,300,3750,1977.1842,776.569102739505
14,40000,2004,60,1599,4000,2758.4286,712.370661372065
19,50000,2004,60,999,5500,2846.4211,1053.4453407142566
49,60000,2004,60,600,5500,2662.2857,913.5098493710723
66,70000,2004,60,150,7500,2573.3636,1134.0346400080962
79,80000,2004,60,1100,4650,2588.5696,786.0171139236528
111,90000,2004,60,290,4500,2308.8559,843.9527104172746
147,100000,2004,60,150,5000,2269.4966,873.7701979536542
412,125000,2004,60,120,8000,2079.7573,870.7939125735404
1087,150000,2004,60,150,10000,1827.6329,746.3017427328004
12,40000,2004,80,1800,7000,4316.4167,1497.8642828114375
15,50000,2004,80,850,7690,3287.5333,1642.3551733883737
26,60000,2004,80,500,8490,4279.8077,1803.741901612627
29,70000,2004,80,2100,6999,3932.6207,1305.1389782990111
67,80000,2004,80,1450,8999,3619.3284,1750.5409261059654
69,90000,2004,80,300,9000,3321.3768,1444.6924561288577
111,100000,2004,80,300,6300,3054.1081,1256.8858653046927
348,125000,2004,80,429,7299,2797.0546,1151.024581014476
1176,150000,2004,80,150,17200,2527.4328,1281.9382263726936
11,5000,2004,100,1800,5250,3449.9091,1187.7748833654125
11,30000,2004,100,990,6099,3968.6364,1703.4986603899672
19,50000,2004,100,1990,5876,3862.2632,1177.7235330168141
39,60000,2004,100,1600,7800,4381.0769,1408.2628211985216
43,70000,2004,100,400,8799,4203.2791,1926.1448824443546
81,80000,2004,100,1000,14250,4533.8025,1861.8005384391133
119,90000,2004,100,990,15600,4377.5966,2085.8872215834613
125,100000,2004,100,500,8999,3956.9440,1623.6973033370473
404,125000,2004,100,350,18490,3409.1856,1605.587441520439
2454,150000,2004,100,299,14900,3203.3105,1490.4249394580115
16,5000,2004,120,1050,6600,2649.8125,1343.4587460520513
21,60000,2004,120,2990,7500,4858.8571,1261.3495526132124
13,70000,2004,120,1450,10009,5669.8462,2274.3902258425846
41,80000,2004,120,2200,8700,5068.6341,1606.9564438691434
48,90000,2004,120,1280,9999,5071.5208,1975.6170343041283
75,100000,2004,120,1800,18500,5325.4800,2859.821711738921
336,125000,2004,120,590,15000,4502.7827,1746.9785968002634
1664,150000,2004,120,300,21900,3309.0246,1561.06731470861
11,5000,2004,140,1250,4500,3246.3636,939.3157347701447
16,60000,2004,140,1200,10700,6460.8125,2347.950149032928
24,70000,2004,140,900,11490,5898.5833,2210.611301515689
30,80000,2004,140,3900,10500,5633.4000,1504.5757009868264
40,90000,2004,140,1600,11900,5425.9250,2064.255124584895
60,100000,2004,140,800,10000,5522.3667,2204.786051348797
198,125000,2004,140,999,19990,5183.4141,2351.43567368465
2432,150000,2004,140,300,18900,4065.9412,1915.6093964110448
19,70000,2004,160,3250,13500,9642.9474,2672.3216689786946
28,80000,2004,160,2500,12300,8114.7500,2760.538995312846
44,90000,2004,160,1000,13990,8322.1818,2999.2512495373303
48,100000,2004,160,1800,36900,7938.8333,5139.555551201766
172,125000,2004,160,600,16000,6626.2907,2572.207258938659
1779,150000,2004,160,400,29500,5088.2012,2514.2590903572795
20,80000,2004,180,3000,14999,10301.1000,3006.477039659542
19,90000,2004,180,4700,14900,8678.3158,2859.8708850618373
20,100000,2004,180,999,12999,8424.9000,3550.0929692051727
82,125000,2004,180,2500,30990,8187.3293,3668.348708239299
1014,150000,2004,180,350,23000,6465.7919,3106.968156473274
16,100000,2004,200,3950,13700,9393.2500,2799.97878340176
63,125000,2004,200,1350,11999,7175.1905,2771.799701054613
506,150000,2004,200,850,19500,6680.4071,2453.1518663378683
43,125000,2004,220,4999,16900,10594.6977,3278.2599009789765
543,150000,2004,220,1650,99000,7941.3536,4539.616488233376
13,100000,2004,240,2000,18800,9983.3077,4727.2038146588775
40,125000,2004,240,4399,18900,10668.9750,3124.275952020724
197,150000,2004,240,900,34000,8929.7563,3500.454471077163
18,125000,2004,260,2200,17999,10126.5556,4270.707126229178
133,150000,2004,260,1300,42900,8411.2256,4700.488409459894
18,125000,2004,280,8888,17900,11909.6667,2232.571586509353
92,150000,2004,280,3888,16950,10002.0870,3138.0306468013737
55,150000,2004,300,2299,21500,10769.4545,4513.201128883144
57,150000,2004,320,3400,99999,17815.1930,16397.910295232046
14,125000,2004,340,11500,28000,17738.5000,5922.663791982215
141,150000,2004,340,3900,35500,12415.3972,4453.281852825078
16,150000,2004,360,8299,37900,16396.6875,6070.61532835377
20,125000,2005,40,300,4250,2498.8500,986.3905552568922
34,150000,2005,40,300,4299,1884.6471,969.774045312586
16,40000,2005,60,350,6500,3727.4375,1325.7393205656042
33,50000,2005,60,1399,5500,3273.4242,978.6868143713933
58,60000,2005,60,1200,5900,3253.0690,943.792475400746
83,70000,2005,60,350,6250,2841.0843,1071.808630248499
109,80000,2005,60,600,6400,2546.2294,949.9955155184115
132,90000,2005,60,500,5300,2649.4924,932.9499279835046
190,100000,2005,60,350,5250,2470.7000,914.5699763161631
445,125000,2005,60,150,6000,2262.4404,961.7733032805439
949,150000,2005,60,110,7500,1986.8788,878.1580139322198
11,30000,2005,80,3900,6950,4750.0000,1018.6889970581173
17,40000,2005,80,2380,5750,3788.1765,768.8426929516794
29,50000,2005,80,790,6700,3587.3448,1446.998826962851
35,60000,2005,80,600,7999,4148.9143,1637.4430131227434
56,70000,2005,80,650,8500,3688.0893,1500.2634444464566
92,80000,2005,80,1000,8499,4001.8370,1501.8829216597899
95,90000,2005,80,280,8299,3509.8105,1572.825103501653
149,100000,2005,80,1000,7990,3431.5235,1461.4743570887897
375,125000,2005,80,250,7350,3148.1920,1412.2664018529456
1046,150000,2005,80,140,12700,2749.7553,1287.0040808618103
31,5000,2005,100,1000,8999,3338.2581,1542.5401122560263
12,20000,2005,100,2200,6900,4375.0000,1384.0610535666408
16,30000,2005,100,3000,12200,6670.5625,1957.4446980933458
21,40000,2005,100,1000,8500,5206.4762,1593.8083059451576
35,50000,2005,100,2590,11000,5199.7143,1732.8113172600445
56,60000,2005,100,1500,8900,4656.7321,1330.0718628688478
54,70000,2005,100,1750,7900,4570.1852,1392.268520211929
96,80000,2005,100,600,9490,4738.0625,1466.711946359526
139,90000,2005,100,300,17000,4452.4964,1765.203754004769
182,100000,2005,100,500,33000,4423.9231,2710.665052537822
512,125000,2005,100,699,12000,4204.5137,1626.5766761535806
2434,150000,2005,100,130,27500,3557.9569,1650.521297655424
17,5000,2005,120,649,6600,3643.8824,1735.509210996383
14,30000,2005,120,1000,8833,4856.5714,2524.6709181392253
20,50000,2005,120,3700,9999,7075.0500,1687.4014186019874
28,60000,2005,120,1890,9950,6730.6071,2322.9212879365887
37,70000,2005,120,950,12800,6485.9730,2649.8426723975003
54,80000,2005,120,1350,9999,5733.8519,1819.0215359974427
73,90000,2005,120,1600,12500,5765.0822,1882.229090575559
117,100000,2005,120,700,11900,5278.7778,1842.2730994180822
398,125000,2005,120,500,27999,4992.4221,2119.5872649130242
1493,150000,2005,120,160,21490,3974.4970,1743.1667726712883
15,5000,2005,140,150,16500,4549.2667,3662.3161426737706
11,50000,2005,140,4790,10850,7451.4545,1968.9540538356152
24,60000,2005,140,4500,9900,7240.6667,1436.1855632968263
26,70000,2005,140,4800,12500,7202.2692,1869.683921409266
42,80000,2005,140,2500,13500,6895.1905,2038.9296356071036
63,90000,2005,140,1000,12600,6182.5873,2026.6466057506561
64,100000,2005,140,2000,11999,6168.4844,1943.6410338603832
224,125000,2005,140,1200,26500,5624.9955,2659.6566700720314
2334,150000,2005,140,200,29500,4909.1598,2385.186271703788
15,60000,2005,160,3550,15450,9280.4000,3008.7931312515766
23,70000,2005,160,3850,14900,9478.0435,3278.335453539757
34,80000,2005,160,4900,14990,10418.3235,2753.320409556734
51,90000,2005,160,4400,14900,8696.1176,2540.4348373122575
74,100000,2005,160,2100,15600,8318.3243,2636.1122228711147
222,125000,2005,160,1500,13999,7516.8333,2539.8571400852534
1856,150000,2005,160,129,35900,5954.6859,2558.8475652134894
19,90000,2005,180,6299,12990,10382.5263,2285.840864940908
41,100000,2005,180,499,29000,10079.0000,4375.182660995215
76,125000,2005,180,1500,15699,8768.8947,3014.9892667127942
832,150000,2005,180,300,29950,7552.0974,3473.2790362074848
32,90000,2005,200,4900,13800,9368.7500,2362.6394800095923
25,100000,2005,200,4000,25990,8662.6800,4272.150200730306
84,125000,2005,200,1300,19799,8825.3929,3347.5353514185026
538,150000,2005,200,599,19900,7220.3792,2749.1628217574093
14,80000,2005,220,2300,20000,10675.6429,4092.802874858375
13,90000,2005,220,8000,18500,10941.4615,2789.8725257723104
21,100000,2005,220,700,15500,10096.0000,3613.3566244197505
50,125000,2005,220,250,19000,10593.3600,3550.95117826196
763,150000,2005,220,300,22000,8797.0197,2692.910540749271
14,90000,2005,240,4900,27900,18863.2143,7619.937318626441
15,100000,2005,240,5950,19987,12007.0667,4293.345400604159
37,125000,2005,240,6000,28000,11440.7297,4680.451362206534
253,150000,2005,240,1499,19450,9270.3004,3194.2470849023175
31,125000,2005,260,2900,15000,10514.3548,2668.335043870532
182,150000,2005,260,3800,34900,9519.4011,3492.2629032295836
12,80000,2005,280,1500,24980,13519.0000,5668.1241017935845
20,100000,2005,280,300,23750,13516.7500,4701.223211835404
32,125000,2005,280,2600,19900,13219.4063,3794.815079975695
233,150000,2005,280,3000,24500,10466.6652,3356.591424486661
90,150000,2005,300,3299,23500,11980.6889,3606.142739654855
57,150000,2005,320,3750,34996,12543.2807,7015.303886715165
19,125000,2005,340,11500,25800,16953.5789,2950.5223322728807
110,150000,2005,340,5500,25000,12720.8000,3572.8074084929076
24,150000,2005,360,9200,51500,18274.9583,10082.242126131
12,150000,2005,500,15500,29900,20745.8333,3955.031517643766
26,125000,2006,40,1799,4350,3169.6154,598.8169796757012
11,150000,2006,40,1100,3800,2580.8182,929.968407887828
31,40000,2006,60,2700,6900,4327.6452,964.0892592991282
43,50000,2006,60,2199,6990,3983.6744,1113.4826304955816
73,60000,2006,60,800,4850,3212.9178,1027.3988001814944
88,70000,2006,60,600,5999,3198.2386,1094.6340400741472
136,80000,2006,60,400,5650,3077.9485,1030.0650916029595
153,90000,2006,60,500,5000,2911.9216,954.9339951143173
150,100000,2006,60,480,5499,2884.8133,992.7176328084884
328,125000,2006,60,350,7000,2748.9085,1068.0055226975614
627,150000,2006,60,450,5600,2385.5311,884.5334474663276
11,5000,2006,80,1500,4500,3054.3636,954.2866229166613
15,20000,2006,80,1999,5999,4519.6667,1085.7502270575658
15,30000,2006,80,3400,8999,5969.0000,1347.1795722916822
17,40000,2006,80,1800,9900,5420.0000,1705.6790953959037
47,50000,2006,80,1200,8950,5033.8936,1466.3619365996221
49,60000,2006,80,1799,7999,4912.6122,1351.3631638706115
84,70000,2006,80,849,7890,4234.7738,1302.4662627126029
97,80000,2006,80,650,7900,4095.1134,1366.2332586483467
123,90000,2006,80,600,8000,4052.1545,1398.45026323433
150,100000,2006,80,1000,10000,3862.2867,1429.2241360806772
366,125000,2006,80,550,11500,3833.2650,1379.9012074524842
834,150000,2006,80,399,7500,3150.6679,1290.3446321749607
14,20000,2006,100,1300,7990,4177.1429,2317.89445270434
26,40000,2006,100,2999,16500,5959.0385,2662.7919194358797
48,50000,2006,100,3500,17500,6714.4792,2735.0013024797577
47,60000,2006,100,2300,10900,5429.7234,1586.7327826369485
77,70000,2006,100,1150,10700,5637.6104,1820.2331102022265
111,80000,2006,100,1800,17500,5547.8378,2090.4413583744786
141,90000,2006,100,1250,13999,5544.7660,1817.7867363865737
181,100000,2006,100,1490,10000,5216.3812,1778.1688120895678
547,125000,2006,100,650,12500,4713.3181,1687.4314723174675
1995,150000,2006,100,450,20530,4375.5253,1765.3893586699523
18,40000,2006,120,4100,12400,8420.3889,2441.6799803707304
21,50000,2006,120,2499,14000,7292.2857,2513.4263493497165
40,60000,2006,120,2200,12500,7426.7750,2700.4266004420483
49,70000,2006,120,2999,12300,6722.0816,2097.5738058259435
61,80000,2006,120,3300,10400,6792.0000,1895.2784128710703
85,90000,2006,120,2250,11500,6760.4235,1783.2363201673566
134,100000,2006,120,1500,12000,6534.4403,1958.2071434312022
306,125000,2006,120,990,27999,6032.6209,2428.11148812781
1225,150000,2006,120,600,31950,5097.4351,2190.6885912304915
16,5000,2006,140,430,9600,4912.6875,2038.6369747563567
12,20000,2006,140,950,22800,7997.4167,5410.371374473495
15,40000,2006,140,4444,12500,7249.0667,2706.181330871151
15,50000,2006,140,6700,10699,8149.2667,1306.5984574033787
22,60000,2006,140,4999,15950,8726.5909,2861.7951241562746
36,70000,2006,140,3200,19500,9132.9722,4236.522961673163
39,80000,2006,140,2900,17800,7541.4103,3013.9033700497707
71,90000,2006,140,1500,22000,7523.7746,3576.1682271186637
106,100000,2006,140,2650,17450,7004.1887,2612.3809645652345
276,125000,2006,140,1000,13999,6690.2101,2126.9693430498437
2444,150000,2006,140,299,22800,5648.6854,2188.57147422813
30,60000,2006,160,2800,16500,11425.8333,3568.150726294443
38,70000,2006,160,5250,17000,10389.9474,2936.4674529940007
62,80000,2006,160,2800,14999,10075.4516,2891.121144723123
69,90000,2006,160,2950,19350,9681.6232,3355.6972799739574
101,100000,2006,160,3950,16500,9670.3663,2345.730867222632
255,125000,2006,160,1990,15800,8084.3490,2753.795189343604
1502,150000,2006,160,800,34900,6694.7057,2623.2360507808626
17,70000,2006,180,7999,19700,11954.5294,3477.1485464157017
30,80000,2006,180,3349,16990,10491.9333,3081.7741095385663
27,90000,2006,180,6000,16450,10668.3704,2988.242963845801
37,100000,2006,180,3500,15490,9726.5135,2847.5301827565013
148,125000,2006,180,3499,32500,9223.8986,3495.1724481677006
1367,150000,2006,180,850,29990,7916.0007,3397.816870110653
12,60000,2006,200,7500,17000,12351.6667,2677.573009690347
17,70000,2006,200,5400,18500,11896.8235,3396.577277812511
17,80000,2006,200,3000,19999,10568.4706,3718.3852143203403
24,90000,2006,200,4000,14444,10630.6667,2723.7947895455627
43,100000,2006,200,4000,16900,10420.5814,3268.1055264092815
101,125000,2006,200,3850,14600,9358.9703,2280.98240714215
446,150000,2006,200,1890,26000,9006.8924,3714.016664224761
17,80000,2006,220,8000,19900,13354.4706,3361.279572838595
19,90000,2006,220,9400,19800,14084.2105,2781.9272301002784
27,100000,2006,220,6700,18500,12254.2963,2697.177575757939
86,125000,2006,220,2000,23500,12995.5814,3452.983443629502
714,150000,2006,220,2000,41900,10967.5112,3448.912520201595
20,70000,2006,240,5695,34900,16867.8500,7045.506342875577
24,90000,2006,240,8700,29890,14140.0000,5302.045988735543
30,100000,2006,240,7700,17950,13334.8667,2799.641842966505
46,125000,2006,240,3500,21990,13707.9348,4101.102208167171
600,150000,2006,240,2300,25500,11344.9100,3243.228551700707
13,80000,2006,260,9400,19990,14602.8462,3199.2005935654956
19,90000,2006,260,7500,23900,14494.4737,4530.281301460221
22,100000,2006,260,9939,23900,14189.7727,3874.939001652662
64,125000,2006,260,6999,19500,13738.6094,3024.9543003634135
162,150000,2006,260,550,22500,10916.6049,3541.2667841492575
19,125000,2006,280,9125,26990,15037.5789,4376.972605709994
147,150000,2006,280,5500,21000,12350.9796,3184.157681780326
12,90000,2006,300,10000,30000,21250.0000,5522.8653644040005
13,100000,2006,300,5000,25987,16964.3077,5469.285628849606
15,125000,2006,300,9250,23900,17506.4667,4522.32518168352
80,150000,2006,300,499,25900,14948.3250,5207.4526588702665
62,150000,2006,320,5500,39999,13805.6613,6543.536946665199
21,125000,2006,340,15500,29500,18175.0000,3339.848014791206
49,150000,2006,340,3990,24900,13350.8367,3847.521796344295
30,150000,2006,360,8900,49911,20787.5000,11882.773581253381
12,125000,2006,380,15900,41911,24241.6667,6430.3783498502025
40,150000,2006,380,8900,29500,18684.0750,5407.539275805124
15,150000,2006,440,9999,19998,14578.9333,2828.717623863428
13,150000,2006,460,7800,28000,16916.1538,5872.70516681464
19,150000,2006,520,13500,38950,24427.7368,8507.138444253467
12,125000,2007,40,800,5000,3656.6667,1076.2460478698893
13,150000,2007,40,1900,5100,3707.5385,1029.7894942010546
12,20000,2007,60,2699,16800,5323.0833,3608.0050918832635
13,30000,2007,60,2850,6950,4376.8462,1109.7758502823094
30,40000,2007,60,200,5999,3596.9333,1203.874465585548
36,50000,2007,60,1800,6850,3749.6389,934.1484283910304
64,60000,2007,60,1399,6250,3664.7344,1047.1402013667316
104,70000,2007,60,500,7000,3308.0962,1079.9043807317705
104,80000,2007,60,900,5790,3558.6827,1005.3804605569348
126,90000,2007,60,800,6000,3363.3571,1037.6546009446872
146,100000,2007,60,450,6700,3244.3836,1081.1650188967199
253,125000,2007,60,600,5555,3076.1581,975.9055461890596
356,150000,2007,60,450,5999,2698.9017,1040.5876331942018
21,30000,2007,80,3490,8700,5345.6190,1180.8289854888053
24,40000,2007,80,3590,8300,5461.1250,1322.845805844985
36,50000,2007,80,2222,9800,4992.9722,1510.303602409336
84,60000,2007,80,1416,8990,4693.8690,1198.8704284784262
89,70000,2007,80,500,8690,5111.2472,1535.3791119942623
141,80000,2007,80,1250,8800,4666.5816,1253.6524632716473
108,90000,2007,80,1250,7290,4423.1481,1209.503883713811
152,100000,2007,80,800,9000,4079.9276,1303.6831029512907
364,125000,2007,80,650,17500,4156.1978,1297.2989667867375
561,150000,2007,80,150,8600,3487.4385,1243.651525184327
15,30000,2007,100,1999,12499,7788.4000,2772.039990091533
21,40000,2007,100,5300,11250,7132.7619,1383.2718599569475
32,50000,2007,100,1700,13200,6389.6563,2326.2031646195346
56,60000,2007,100,2290,10500,6456.6786,1804.3286652929833
94,70000,2007,100,1000,13900,6377.3830,2234.992108636566
111,80000,2007,100,1600,24950,6323.2523,2947.9525754019946
186,90000,2007,100,1750,12499,5927.2581,1744.1139686251138
170,100000,2007,100,700,16400,6106.3235,2057.100988692985
457,125000,2007,100,142,14900,5622.0744,2000.5415784622853
1519,150000,2007,100,500,17900,4922.6912,1831.0084919409696
17,40000,2007,120,5500,13900,9205.7059,2179.5122164672775
31,50000,2007,120,5000,11500,7874.3226,1463.3850150911553
50,60000,2007,120,3300,15000,7895.8800,2011.3505774976181
65,70000,2007,120,2700,42500,8729.2000,6297.228927075781
74,80000,2007,120,3000,11490,7462.2432,1848.3720580978952
91,90000,2007,120,3300,32100,7800.5165,3761.70313123331
130,100000,2007,120,2600,11500,6687.4923,1743.95464058053
306,125000,2007,120,1750,20500,6566.5131,2388.080797814
723,150000,2007,120,750,26999,5512.0830,2131.74994804016
11,5000,2007,140,4400,7000,5648.9091,845.624508820171
12,20000,2007,140,2999,13000,7894.0833,2662.8161927532456
17,50000,2007,140,6450,11999,8741.0000,1590.1207131387669
22,60000,2007,140,2950,13400,9108.0909,2490.441379447187
49,70000,2007,140,2999,31500,8181.0816,3817.411003395667
59,80000,2007,140,5300,22500,9158.7458,2769.710629156357
95,90000,2007,140,2990,15900,8492.0737,2584.191198898676
128,100000,2007,140,1399,19999,8281.9063,2916.1802939523363
364,125000,2007,140,1950,21500,8015.0604,2524.4891468158507
2095,150000,2007,140,150,20500,6678.9561,2501.5173331400156
16,50000,2007,160,6099,19999,10130.8125,3847.229656173875
26,60000,2007,160,3500,16799,11396.8846,3696.530289202846
